JX311792	NC;NC_OTU1;
GU181597	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU181665	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU811571	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
KC503160	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
KC596356	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GQ500386	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
EU340531	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GQ500394	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GQ499731	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
AB828799	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU811593	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU360802	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
EU490348	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
KC503159	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
FJ601593	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
AB828852	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
JN190825	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU360799	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
KC503211	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU360792	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
JF272674	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
JF272645	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
AB828931	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
EU239026	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
AB828908	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
DQ148731	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
DQ148681	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
DQ148714	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU811366	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
DQ148726	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU360946	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
EF414236	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU364167	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
JN375907	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GQ500407	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
KC503143	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GQ500353	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GQ500265	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
KC503178	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
EU340504	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GQ500176	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU360820	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GQ500465	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GQ500402	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
AB828827	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU364055	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU364115	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
EU239042	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU811364	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
DQ148862	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
JN624378	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
DQ148703	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
KC503184	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
EU340513	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
EU340485	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
EU340511	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
JX015220	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
KF363183	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU002254	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU181638	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
EU886061	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
KC596342	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
KF362867	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GQ500289	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GQ500303	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GQ500490	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU002231	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU002252	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
KC596357	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU181602	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GQ500347	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GQ500424	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GQ500417	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
KJ526747	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GQ500285	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
KF363204	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
KF362869	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
DQ148716	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
KC503155	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GQ500268	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GQ500174	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU002235	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU002234	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU002224	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU002185	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
KC349155	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
EU886076	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU181587	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU181452	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
KC349173	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GQ500477	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
KC596347	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
AB828854	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU360956	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
FJ799200	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
FJ799213	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GQ500430	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU066854	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
KC596374	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU363991	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU360815	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU360805	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
EU340474	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GQ500483	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
JX015246	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU811398	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
JF802743	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU364079	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
JX015225	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GQ499727	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
AB828825	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU360961	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
AB828941	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
KF362898	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU002230	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU181425	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU360795	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU360835	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU360965	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU360963	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU364130	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU364125	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU364075	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
JF715875	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
DQ148850	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
GU360783	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU7;
EU239043	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU8;
JF802775	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.2;NP-Epsilon-2.2_OTU9;
FJ615357	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
DQ148823	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
AB592053	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
FJ615334	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
HQ713542	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU360967	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GQ500182	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
AB592216	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GQ500307	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU453878	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU364141	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU364043	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU364181	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
AB592074	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU364148	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU360865	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU364046	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GQ500530	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU364034	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU364058	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
FJ799251	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GQ500472	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU364016	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
JN375901	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU364178	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
KC503220	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GQ500406	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
AB592078	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU360883	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
AB592081	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GQ250712	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU360879	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GQ500329	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GQ500247	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU364165	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU364004	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU364169	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU360950	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU364084	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
JN624355	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU364140	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GQ500276	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GQ500415	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
DQ148826	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU364175	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GQ500208	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GQ500156	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
KC503188	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
JF715742	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU364112	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GQ500491	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
JN375861	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU364161	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
JN624359	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
DQ148835	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU360866	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
KC503237	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
KC503156	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU360913	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU364166	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU364025	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
EU238991	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
JN375853	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU364159	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
KC503199	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
EU886050	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
JN624368	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
JN624350	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
KC503204	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU360912	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU363982	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU360874	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
AB592062	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
FJ799201	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
KC503229	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU360949	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
JF796173	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
KF512336	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GU360773	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
AB592173	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
DQ148825	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GQ500398	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
GQ500375	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
KC503231	NP;NP-Epsilon;NP-Epsilon-2;NP-Epsilon-2.Incertae_sedis;NP-Epsilon-2.Incertae_sedis_OTU1;
